level,hanzi,pinyin,pinyin_tone,pinyin_num,english,pos,tts_url,personal_interaction
1,儿子,er zi,ér zi,er2 zi5,son,名,https://api.wohuimandarin.com/nls/tts?text=%E5%84%BF%E5%AD%90,8.0
1,二,er,èr,er4,two,数,https://api.wohuimandarin.com/nls/tts?text=%C3%A8r,8.0
1,饭店,fan dian,fàn diàn,fan4 dian4,restaurant,名,https://api.wohuimandarin.com/nls/tts?text=%E9%A5%AD%E5%BA%97,8.0
1,飞机,fei ji,fēi jī,fei1 ji1,plane,名,https://api.wohuimandarin.com/nls/tts?text=%E9%A3%9E%E6%9C%BA,8.0
1,分钟,fen zhong,fēn zhōng,fen1 zhong1,minute,量,https://api.wohuimandarin.com/nls/tts?text=%E5%88%86%E9%92%9F,8.0
1,高兴,gao xing,gāo xìng,gao1 xing4,pleased; happy,形,https://api.wohuimandarin.com/nls/tts?text=%E9%AB%98%E5%85%B4,8.0
1,个,ge,gè,ge4,individual; [general measure word],量,https://api.wohuimandarin.com/nls/tts?text=g%C3%A8,8.0
1,工作,gong zuo,gōng zuò,gong1 zuo4,job; work,名/动,https://api.wohuimandarin.com/nls/tts?text=%E5%B7%A5%E4%BD%9C,8.0
1,狗,gou,gǒu,gou3,dog,名,https://api.wohuimandarin.com/nls/tts?text=g%C7%92u,8.0
1,汉语,han yu,hàn yǔ,han4 yu3,Standard Chinese language,名,https://api.wohuimandarin.com/nls/tts?text=%E6%B1%89%E8%AF%AD,8.0
1,好,hao,hǎo,hao3,good,形,https://api.wohuimandarin.com/nls/tts?text=h%C7%8Eo,8.0
1,号,hao,hào,hao4,number; day of a month,量,https://api.wohuimandarin.com/nls/tts?text=h%C3%A0o,8.0
1,喝,he,hē,he1,to drink,动,https://api.wohuimandarin.com/nls/tts?text=h%C4%93,8.0
1,和,he,hé,he2,and,连/介,https://api.wohuimandarin.com/nls/tts?text=h%C3%A9,8.0
1,很,hen,hěn,hen3,very,副,https://api.wohuimandarin.com/nls/tts?text=h%C4%9Bn,8.0
1,后面,hou mian,hòu miàn,hou4 mian4,at the back; behind; later,名,https://api.wohuimandarin.com/nls/tts?text=%E5%90%8E%E9%9D%A2,8.0
1,回,hui,huí,hui2,to return,动,https://api.wohuimandarin.com/nls/tts?text=hu%C3%AD,8.0
1,会,hui,huì,hui4,to know how to; can; meeting,动,https://api.wohuimandarin.com/nls/tts?text=hu%C3%AC,8.0
1,几,ji,jǐ,ji3,how much/many? [expecting a small number],代/数,https://api.wohuimandarin.com/nls/tts?text=j%C7%90,8.0
1,家,jia,jiā,jia1,family; home,名,https://api.wohuimandarin.com/nls/tts?text=ji%C4%81,8.0
1,叫,jiao,jiào,jiao4,to call; to be named,动,https://api.wohuimandarin.com/nls/tts?text=ji%C3%A0o,8.0
1,今天,jin tian,jīn tiān,jin1 tian1,today,名,https://api.wohuimandarin.com/nls/tts?text=%E4%BB%8A%E5%A4%A9,8.0
1,九,jiu,jiǔ,jiu3,nine,数,https://api.wohuimandarin.com/nls/tts?text=ji%C7%94,8.0
1,开,kai,kāi,kai1,to switch on; open,动,https://api.wohuimandarin.com/nls/tts?text=k%C4%81i,8.0
1,看,kan,kàn,kan4,to see; to read; to watch; to look at,动,https://api.wohuimandarin.com/nls/tts?text=k%C3%A0n,8.0
1,看见,kan jian,kàn jiàn,kan4 jian4,see,动,https://api.wohuimandarin.com/nls/tts?text=%E7%9C%8B%E8%A7%81,8.0
1,块,kuai,kuài,kuai4,lump; piece,量,https://api.wohuimandarin.com/nls/tts?text=ku%C3%A0i,8.0
1,来,lai,lái,lai2,to come,动,https://api.wohuimandarin.com/nls/tts?text=l%C3%A1i,8.0
1,老师,lao shi,lǎo shī,lao3 shi1,teacher,名,https://api.wohuimandarin.com/nls/tts?text=%E8%80%81%E5%B8%88,8.0
1,了,le,le,le5,[makes an exclamation],助,https://api.wohuimandarin.com/nls/tts?text=le,8.0
1,冷,leng,lěng,leng3,cold,形,https://api.wohuimandarin.com/nls/tts?text=l%C4%9Bng,8.0
1,里,li,lǐ,li3,in,名,https://api.wohuimandarin.com/nls/tts?text=l%C7%90,8.0
1,六,liu,liù,liu4,six,数,https://api.wohuimandarin.com/nls/tts?text=li%C3%B9,8.0
1,妈妈,ma ma,mā ma,ma1 ma5,mother,名,https://api.wohuimandarin.com/nls/tts?text=%E5%A6%88%E5%A6%88,8.0
1,吗,ma,ma,ma5,[makes a yes; no question],助,https://api.wohuimandarin.com/nls/tts?text=ma,8.0
1,买,mai,mǎi,mai3,buy,动,https://api.wohuimandarin.com/nls/tts?text=m%C7%8Ei,8.0
1,猫,mao,māo,mao1,cat,名,https://api.wohuimandarin.com/nls/tts?text=m%C4%81o,8.0
1,没关系,mei guan xi,méi guān xi,mei2 guan1 xi5,no problem,,https://api.wohuimandarin.com/nls/tts?text=%E6%B2%A1%E5%85%B3%E7%B3%BB,8.0
1,没有,mei you,méi yǒu,mei2 you3,don't have,动/副,https://api.wohuimandarin.com/nls/tts?text=%E6%B2%A1%E6%9C%89,8.0
1,米饭,mi fan,mǐ fàn,mi3 fan4,rice [cooked; boiled],名,https://api.wohuimandarin.com/nls/tts?text=%E7%B1%B3%E9%A5%AD,8.0
1,明天,ming tian,míng tiān,ming2 tian1,tomorrow,名,https://api.wohuimandarin.com/nls/tts?text=%E6%98%8E%E5%A4%A9,8.0
1,名字,ming zi,míng zi,ming2 zi5,given name,名,https://api.wohuimandarin.com/nls/tts?text=%E5%90%8D%E5%AD%97,8.0
1,哪,na,nǎ,na3,which?,代,https://api.wohuimandarin.com/nls/tts?text=n%C7%8E,8.0
1,哪儿,na er,nǎ er,na3 er5,where?,代,https://api.wohuimandarin.com/nls/tts?text=%E5%93%AA%E5%84%BF,8.0
1,那,na,nà,na4,that,代,https://api.wohuimandarin.com/nls/tts?text=n%C3%A0,8.0
1,呢,ne,ne,ne5,[returns; forwards a question],助,https://api.wohuimandarin.com/nls/tts?text=ne,8.0
1,能,neng,néng,neng2,to be able to; can,动,https://api.wohuimandarin.com/nls/tts?text=n%C3%A9ng,8.0
1,你,ni,nǐ,ni3,you,代,https://api.wohuimandarin.com/nls/tts?text=n%C7%90,8.0
1,年,nian,nián,nian2,year,名/量,https://api.wohuimandarin.com/nls/tts?text=ni%C3%A1n,8.0
1,女儿,nv er,nǚ ér,nv3 er2,daughter,名,https://api.wohuimandarin.com/nls/tts?text=%E5%A5%B3%E5%84%BF,8.0
1,朋友,peng you,péng you,peng2 you5,friend,名,https://api.wohuimandarin.com/nls/tts?text=%E6%9C%8B%E5%8F%8B,8.0
1,漂亮,piao liang,piào liang,piao4 liang5,beautiful,形,https://api.wohuimandarin.com/nls/tts?text=%E6%BC%82%E4%BA%AE,8.0
1,苹果,ping guo,píng guǒ,ping2 guo3,apple,名,https://api.wohuimandarin.com/nls/tts?text=%E8%8B%B9%E6%9E%9C,8.0
1,七,qi,qī,qi1,seven,数,https://api.wohuimandarin.com/nls/tts?text=q%C4%AB,8.0
1,钱,qian,qián,qian2,money,名,https://api.wohuimandarin.com/nls/tts?text=qi%C3%A1n,8.0
1,前面,qian mian,qián miàn,qian2 mian4,front,名,https://api.wohuimandarin.com/nls/tts?text=%E5%89%8D%E9%9D%A2,8.0
1,请,qing,qǐng,qing3,to invite; please,动,https://api.wohuimandarin.com/nls/tts?text=q%C7%90ng,8.0
1,去,qu,qù,qu4,to go,动,https://api.wohuimandarin.com/nls/tts?text=q%C3%B9,8.0
1,热,re,rè,re4,hot,形,https://api.wohuimandarin.com/nls/tts?text=r%C3%A8,8.0
1,人,ren,rén,ren2,person; people,名,https://api.wohuimandarin.com/nls/tts?text=r%C3%A9n,8.0
1,认识,ren shi,rèn shi,ren4 shi5,to know [be familiar with],动,https://api.wohuimandarin.com/nls/tts?text=%E8%AE%A4%E8%AF%86,8.0
1,三,san,sān,san1,three,数,https://api.wohuimandarin.com/nls/tts?text=s%C4%81n,8.0
1,商店,shang dian,shāng diàn,shang1 dian4,shop,名,https://api.wohuimandarin.com/nls/tts?text=%E5%95%86%E5%BA%97,8.0
1,上,shang,shàng,shang4,up; above,名,https://api.wohuimandarin.com/nls/tts?text=sh%C3%A0ng,8.0
1,上午,shang wu,shàng wǔ,shang4 wu3,morning,名,https://api.wohuimandarin.com/nls/tts?text=%E4%B8%8A%E5%8D%88,8.0
1,少,shao,shǎo,shao3,few,形,https://api.wohuimandarin.com/nls/tts?text=sh%C7%8Eo,8.0
1,谁,shei,shéi,shei2,who?,代,https://api.wohuimandarin.com/nls/tts?text=sh%C3%A9i,8.0
1,什么,shen me,shén me,shen2 me5,what?,代,https://api.wohuimandarin.com/nls/tts?text=%E4%BB%80%E4%B9%88,8.0
1,十,shi,shí,shi2,ten,数,https://api.wohuimandarin.com/nls/tts?text=sh%C3%AD,8.0
1,时候,shi hou,shí hou,shi2 hou5,[duration of] time,名,https://api.wohuimandarin.com/nls/tts?text=%E6%97%B6%E5%80%99,8.0
1,是,shi,shì,shi4,to be,动,https://api.wohuimandarin.com/nls/tts?text=sh%C3%AC,8.0
1,书,shu,shū,shu1,book,名,https://api.wohuimandarin.com/nls/tts?text=sh%C5%AB,8.0
1,水,shui,shuǐ,shui3,water,名,https://api.wohuimandarin.com/nls/tts?text=shu%C7%90,8.0
1,水果,shui guo,shuǐ guǒ,shui3 guo3,fruit,名,https://api.wohuimandarin.com/nls/tts?text=%E6%B0%B4%E6%9E%9C,8.0
1,睡觉,shui jiao,shuì jiào,shui4 jiao4,to go to bed; to sleep,动,https://api.wohuimandarin.com/nls/tts?text=%E7%9D%A1%E8%A7%89,8.0
1,说,shuo,shuō,shuo1,speak,动,https://api.wohuimandarin.com/nls/tts?text=shu%C5%8D,8.0
1,四,si,sì,si4,four,数,https://api.wohuimandarin.com/nls/tts?text=s%C3%AC,8.0
1,岁,sui,suì,sui4,year (of crop harvests),量,https://api.wohuimandarin.com/nls/tts?text=su%C3%AC,8.0
1,他,ta,tā,ta1,he; him,代,https://api.wohuimandarin.com/nls/tts?text=t%C4%81,8.0
1,她,ta,tā,ta1,she; her,代,https://api.wohuimandarin.com/nls/tts?text=t%C4%81,8.0
1,太,tai,tài,tai4,very,副,https://api.wohuimandarin.com/nls/tts?text=t%C3%A0i,8.0
1,天气,tian qi,tiān qì,tian1 qi4,weather,名,https://api.wohuimandarin.com/nls/tts?text=%E5%A4%A9%E6%B0%94,8.0
1,听,ting,tīng,ting1,to listen; hear,动,https://api.wohuimandarin.com/nls/tts?text=t%C4%ABng,8.0
1,同学,tong xue,tóng xué,tong2 xue2,schoolmate; classmate,名,https://api.wohuimandarin.com/nls/tts?text=%E5%90%8C%E5%AD%A6,8.0
1,喂,wei,wèi,wei4,hello,叹,https://api.wohuimandarin.com/nls/tts?text=w%C3%A8i,8.0
1,我,wo,wǒ,wo3,I; me,代,https://api.wohuimandarin.com/nls/tts?text=w%C7%92,8.0
1,我们,wo men,wǒ men,wo3 men5,we; us,代,https://api.wohuimandarin.com/nls/tts?text=%E6%88%91%E4%BB%AC,8.0
1,五,wu,wǔ,wu3,five,数,https://api.wohuimandarin.com/nls/tts?text=w%C7%94,8.0
1,喜欢,xi huan,xǐ huan,xi3 huan5,to like,动,https://api.wohuimandarin.com/nls/tts?text=%E5%96%9C%E6%AC%A2,8.0
1,下,xia,xià,xia4,down; below,名,https://api.wohuimandarin.com/nls/tts?text=xi%C3%A0,8.0
1,下午,xia wu,xià wǔ,xia4 wu3,afternoon,名,https://api.wohuimandarin.com/nls/tts?text=%E4%B8%8B%E5%8D%88,8.0
1,下雨,xia yu,xià yǔ,xia4 yu3,rain,动,https://api.wohuimandarin.com/nls/tts?text=%E4%B8%8B%E9%9B%A8,8.0
1,先生,xian sheng,xiān sheng,xian1 sheng5,Mr; Sir,名,https://api.wohuimandarin.com/nls/tts?text=%E5%85%88%E7%94%9F,8.0
1,现在,xian zai,xiàn zài,xian4 zai4,now,名,https://api.wohuimandarin.com/nls/tts?text=%E7%8E%B0%E5%9C%A8,8.0
1,想,xiang,xiǎng,xiang3,to want; to think,动,https://api.wohuimandarin.com/nls/tts?text=xi%C7%8Eng,8.0
1,小,xiao,xiǎo,xiao3,small,形,https://api.wohuimandarin.com/nls/tts?text=xi%C7%8Eo,8.0
1,小姐,xiao jie,xiǎo jiě,xiao3 jie3,Miss; young lady,名,https://api.wohuimandarin.com/nls/tts?text=%E5%B0%8F%E5%A7%90,8.0
1,些,xie,xiē,xie1,some,量,https://api.wohuimandarin.com/nls/tts?text=xi%C4%93,8.0
1,写,xie,xiě,xie3,to write,动,https://api.wohuimandarin.com/nls/tts?text=xi%C4%9B,8.0
1,谢谢,xie xie,xiè xie,xie4 xie5,thank you,动,https://api.wohuimandarin.com/nls/tts?text=%E8%B0%A2%E8%B0%A2,8.0
1,星期,xing qi,xīng qī,xing1 qi1,week,名,https://api.wohuimandarin.com/nls/tts?text=%E6%98%9F%E6%9C%9F,8.0
1,学生,xue sheng,xué sheng,xue2 sheng5,student,名,https://api.wohuimandarin.com/nls/tts?text=%E5%AD%A6%E7%94%9F,8.0
1,学习,xue xi,xué xí,xue2 xi2,to learn; to study,动,https://api.wohuimandarin.com/nls/tts?text=%E5%AD%A6%E4%B9%A0,8.0
1,学校,xue xiao,xué xiào,xue2 xiao4,school,名,https://api.wohuimandarin.com/nls/tts?text=%E5%AD%A6%E6%A0%A1,8.0
1,一,yi,yī,yi1,one; once; first; structural word between two of the same verb; as soon as; throughout,数,https://api.wohuimandarin.com/nls/tts?text=y%C4%AB,8.0
1,一点儿,yi dian er,yī diǎn er,yi1 dian3 er0,a bit,数量,https://api.wohuimandarin.com/nls/tts?text=%E4%B8%80%E7%82%B9%E5%84%BF,8.0
1,衣服,yi fu,yī fu,yi1 fu5,clothes,名,https://api.wohuimandarin.com/nls/tts?text=%E8%A1%A3%E6%9C%8D,8.0
1,医生,yi sheng,yī shēng,yi1 sheng1,doctor,名,https://api.wohuimandarin.com/nls/tts?text=%E5%8C%BB%E7%94%9F,8.0
1,医院,yi yuan,yī yuàn,yi1 yuan4,hospital,名,https://api.wohuimandarin.com/nls/tts?text=%E5%8C%BB%E9%99%A2,8.0
1,椅子,yi zi,yǐ zi,yi3 zi5,chair,名,https://api.wohuimandarin.com/nls/tts?text=%E6%A4%85%E5%AD%90,8.0
1,有,you,yǒu,you3,to have,动,https://api.wohuimandarin.com/nls/tts?text=y%C7%92u,8.0
1,月,yue,yuè,yue4,month; moon,名,https://api.wohuimandarin.com/nls/tts?text=yu%C3%A8,8.0
1,在,zai,zài,zai4,in; at; on,动/介,https://api.wohuimandarin.com/nls/tts?text=z%C3%A0i,8.0
1,再见,zai jian,zài jiàn,zai4 jian4,goodbye,动,https://api.wohuimandarin.com/nls/tts?text=%E5%86%8D%E8%A7%81,8.0
1,怎么,zen me,zěn me,zen3 me5,how?,代,https://api.wohuimandarin.com/nls/tts?text=%E6%80%8E%E4%B9%88,8.0
1,怎么样,zen me yang,zěn me yàng,zen3 me5 yang4,how about it,代,https://api.wohuimandarin.com/nls/tts?text=%E6%80%8E%E4%B9%88%E6%A0%B7,8.0
1,这,zhe,zhè,zhe4,this,代,https://api.wohuimandarin.com/nls/tts?text=zh%C3%A8,8.0
1,中国,zhong guo,zhōng guó,zhong1 guo2,China,名,https://api.wohuimandarin.com/nls/tts?text=%E4%B8%AD%E5%9B%BD,8.0
1,中午,zhong wu,zhōng wǔ,zhong1 wu3,midday,名,https://api.wohuimandarin.com/nls/tts?text=%E4%B8%AD%E5%8D%88,8.0
1,住,zhu,zhù,zhu4,to live; stay (a number of nights),动,https://api.wohuimandarin.com/nls/tts?text=zh%C3%B9,8.0
1,桌子,zhuo zi,zhuō zi,zhuo1 zi5,table,名,https://api.wohuimandarin.com/nls/tts?text=%E6%A1%8C%E5%AD%90,8.0
1,字,zi,zì,zi4,(Chinese) character,名,https://api.wohuimandarin.com/nls/tts?text=z%C3%AC,8.0
1,昨天,zuo tian,zuó tiān,zuo2 tian1,yesterday,名,https://api.wohuimandarin.com/nls/tts?text=%E6%98%A8%E5%A4%A9,8.0
1,坐,zuo,zuò,zuo4,to sit,动,https://api.wohuimandarin.com/nls/tts?text=zu%C3%B2,8.0
1,做,zuo,zuò,zuo4,to do; to be; become (an occupation),动,https://api.wohuimandarin.com/nls/tts?text=zu%C3%B2,8.0
2,吧,ba,ba,ba5,"[makes a suggestion, eg. ""Let's …"")]",助,https://api.wohuimandarin.com/nls/tts?text=ba,8.0
2,白,bai,bái,bai2,white,形,https://api.wohuimandarin.com/nls/tts?text=b%C3%A1i,8.0
2,百,bai,bǎi,bai3,hundred,数,https://api.wohuimandarin.com/nls/tts?text=b%C7%8Ei,8.0
2,帮助,bang zhu,bāng zhù,bang1 zhu4,to help,动,https://api.wohuimandarin.com/nls/tts?text=%E5%B8%AE%E5%8A%A9,8.0
2,报纸,bao zhi,bào zhǐ,bao4 zhi3,newspaper,名,https://api.wohuimandarin.com/nls/tts?text=%E6%8A%A5%E7%BA%B8,8.0
2,比,bi,bǐ,bi3,to compare,介,https://api.wohuimandarin.com/nls/tts?text=b%C7%90,8.0
2,别,bie,bié,bie2,separate,副,https://api.wohuimandarin.com/nls/tts?text=bi%C3%A9,8.0
2,宾馆,bin guan,bīn guǎn,bin1 guan3,guesthouse,名,https://api.wohuimandarin.com/nls/tts?text=%E5%AE%BE%E9%A6%86,8.0
2,长,chang,cháng,chang2,long,形,https://api.wohuimandarin.com/nls/tts?text=ch%C3%A1ng,8.0
2,唱歌,chang ge,chàng gē,chang4 ge1,to sing; singing,动,https://api.wohuimandarin.com/nls/tts?text=%E5%94%B1%E6%AD%8C,8.0
2,出,chu,chū,chu1,to go out,动,https://api.wohuimandarin.com/nls/tts?text=ch%C5%AB,8.0
2,穿,chuan,chuān,chuan1,to wear; to put on,动,https://api.wohuimandarin.com/nls/tts?text=chu%C4%81n,8.0
2,次,ci,cì,ci4,time,名,https://api.wohuimandarin.com/nls/tts?text=c%C3%AC,8.0
2,从,cong,cóng,cong2,from; follow; comply with,介,https://api.wohuimandarin.com/nls/tts?text=c%C3%B3ng,8.0
2,错,cuo,cuò,cuo4,wrong,形,https://api.wohuimandarin.com/nls/tts?text=cu%C3%B2,8.0
2,打篮球,da lan qiu,dǎ lán qiú,da3 lan2 qiu2,play basketball,,https://api.wohuimandarin.com/nls/tts?text=%E6%89%93%E7%AF%AE%E7%90%83,8.0
2,大家,da jia,dà jiā,da4 jia1,everybody,名,https://api.wohuimandarin.com/nls/tts?text=%E5%A4%A7%E5%AE%B6,8.0
2,到,dao,dào,dao4,to arrive; to get to,动,https://api.wohuimandarin.com/nls/tts?text=d%C3%A0o,8.0
2,得,de,de,de0,[particle to connect verb to adverb],助,https://api.wohuimandarin.com/nls/tts?text=de,8.0
2,等,deng,děng,deng3,wait,动,https://api.wohuimandarin.com/nls/tts?text=d%C4%9Bng,8.0
2,弟弟,di di,dì di,di4 di5,younger brother,名,https://api.wohuimandarin.com/nls/tts?text=%E5%BC%9F%E5%BC%9F,8.0
2,第一,di yi,dì yī,di4 yi1,firstly,数,https://api.wohuimandarin.com/nls/tts?text=%E7%AC%AC%E4%B8%80,8.0
2,懂,dong,dǒng,dong3,to understand,动,https://api.wohuimandarin.com/nls/tts?text=d%C7%92ng,8.0
2,对,dui,duì,dui4,correct; right,介/形,https://api.wohuimandarin.com/nls/tts?text=du%C3%AC,8.0
2,房间,fang jian,fáng jiān,fang2 jian1,room,名,https://api.wohuimandarin.com/nls/tts?text=%E6%88%BF%E9%97%B4,8.0
2,非常,fei chang,fēi cháng,fei1 chang2,extremely,副,https://api.wohuimandarin.com/nls/tts?text=%E9%9D%9E%E5%B8%B8,8.0
2,服务员,fu wu yuan,fú wù yuán,fu2 wu4 yuan2,waiter/waitress; attendant,名,https://api.wohuimandarin.com/nls/tts?text=%E6%9C%8D%E5%8A%A1%E5%91%98,8.0
2,高,gao,gāo,gao1,high; tall,形,https://api.wohuimandarin.com/nls/tts?text=g%C4%81o,8.0
2,告诉,gao su,gào su,gao4 su5,to tell,动,https://api.wohuimandarin.com/nls/tts?text=%E5%91%8A%E8%AF%89,8.0
2,哥哥,ge ge,gē ge,ge1 ge5,elder brother,名,https://api.wohuimandarin.com/nls/tts?text=%E5%93%A5%E5%93%A5,8.0
2,给,gei,gěi,gei3,to give,动,https://api.wohuimandarin.com/nls/tts?text=g%C4%9Bi,8.0
2,公共汽车,gong gong qi che,gōng gòng qì chē,gong1 gong4 qi4 che1,bus,名,https://api.wohuimandarin.com/nls/tts?text=%E5%85%AC%E5%85%B1%E6%B1%BD%E8%BD%A6,8.0
2,公司,gong si,gōng sī,gong1 si1,company; office,名,https://api.wohuimandarin.com/nls/tts?text=%E5%85%AC%E5%8F%B8,8.0
2,贵,gui,guì,gui4,expensive,形,https://api.wohuimandarin.com/nls/tts?text=gu%C3%AC,8.0
2,过,guo,guò,guo4,[marker after a verb to indicate experience],助,https://api.wohuimandarin.com/nls/tts?text=gu%C3%B2,8.0
2,还,hai,hái,hai2,even,副,https://api.wohuimandarin.com/nls/tts?text=h%C3%A1i,8.0
2,孩子,hai zi,hái zi,hai2 zi5,child; children,名,https://api.wohuimandarin.com/nls/tts?text=%E5%AD%A9%E5%AD%90,8.0
2,好吃,hao chi,hǎo chī,hao3 chi1,delicious,形,https://api.wohuimandarin.com/nls/tts?text=%E5%A5%BD%E5%90%83,8.0
2,黑,hei,hēi,hei1,black,形,https://api.wohuimandarin.com/nls/tts?text=h%C4%93i,8.0
2,红,hong,hóng,hong2,red,形,https://api.wohuimandarin.com/nls/tts?text=h%C3%B3ng,8.0
2,火车站,huo che zhan,huǒ chē zhàn,huo3 che1 zhan4,railway station,名,https://api.wohuimandarin.com/nls/tts?text=%E7%81%AB%E8%BD%A6%E7%AB%99,8.0
2,机场,ji chang,jī chǎng,ji1 chang3,airport,名,https://api.wohuimandarin.com/nls/tts?text=%E6%9C%BA%E5%9C%BA,8.0
2,鸡蛋,ji dan,jī dàn,ji1 dan4,(chicken) egg,名,https://api.wohuimandarin.com/nls/tts?text=%E9%B8%A1%E8%9B%8B,8.0
2,件,jian,jiàn,jian4,item; [measure word for items of clothing],量,https://api.wohuimandarin.com/nls/tts?text=ji%C3%A0n,8.0
2,教室,jiao shi,jiào shì,jiao4 shi4,classroom,名,https://api.wohuimandarin.com/nls/tts?text=%E6%95%99%E5%AE%A4,8.0
2,姐姐,jie jie,jiě jie,jie3 jie5,elder sister,名,https://api.wohuimandarin.com/nls/tts?text=%E5%A7%90%E5%A7%90,8.0
2,介绍,jie shao,jiè shào,jie4 shao4,introduce,动,https://api.wohuimandarin.com/nls/tts?text=%E4%BB%8B%E7%BB%8D,8.0
2,近,jin,jìn,jin4,near; close by,形,https://api.wohuimandarin.com/nls/tts?text=j%C3%ACn,8.0
2,进,jin,jìn,jin4,to enter,动,https://api.wohuimandarin.com/nls/tts?text=j%C3%ACn,8.0
2,就,jiu,jiù,jiu4,simply,副,https://api.wohuimandarin.com/nls/tts?text=ji%C3%B9,8.0
2,觉得,jue de,jué de,jue2 de5,to think; feel,动,https://api.wohuimandarin.com/nls/tts?text=%E8%A7%89%E5%BE%97,8.0
2,咖啡,ka fei,kā fēi,ka1 fei1,coffee,名,https://api.wohuimandarin.com/nls/tts?text=%E5%92%96%E5%95%A1,8.0
2,开始,kai shi,kāi shǐ,kai1 shi3,to begin,动,https://api.wohuimandarin.com/nls/tts?text=%E5%BC%80%E5%A7%8B,8.0
2,考试,kao shi,kǎo shì,kao3 shi4,examination,动,https://api.wohuimandarin.com/nls/tts?text=%E8%80%83%E8%AF%95,8.0
2,可能,ke neng,kě néng,ke3 neng2,perhaps; possibly,动,https://api.wohuimandarin.com/nls/tts?text=%E5%8F%AF%E8%83%BD,8.0
2,可以,ke yi,kě yǐ,ke3 yi3,can; may,动,https://api.wohuimandarin.com/nls/tts?text=%E5%8F%AF%E4%BB%A5,8.0
2,课,ke,kè,ke4,lesson,名,https://api.wohuimandarin.com/nls/tts?text=k%C3%A8,8.0
2,快,kuai,kuài,kuai4,fast; quick,形,https://api.wohuimandarin.com/nls/tts?text=ku%C3%A0i,8.0
2,快乐,kuai le,kuài lè,kuai4 le4,happy,形,https://api.wohuimandarin.com/nls/tts?text=%E5%BF%AB%E4%B9%90,8.0
